OID_,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OPTPer1000,Field2,LogDist,Field,HispDoub,BelowPovDo,AgeDoub,PovDoub,GEOID_1,Total_count,Optometry_count,Ophthalmology_count,Others_count,NAMESLAD,TotalPop,WhitePerc,Median_household_income,Mean_household_income,Bach_or_higher_perc,No_high_school_grad_perc,Percent_insured,index,TRACTCE_1,POPULATION_x,Clean_Zip,Full_Address,Optometry,Distances,BlackPerc,AsianPerc,Median_Age,HispPerc,PercVisionDisab,BelowPovertyPerc,Field1,STATEFP_1,COUNTYFP_1,TRACTCE_12,GEOID_12,NAME_1,NAMELSAD_1,MTFCC_1,FUNCSTAT_1,ALAND_1,AWATER_1,INTPTLAT_1,INTPTLON_1,Areas,Score,OtherScore,Area
463,17,031,670300,17031670300,6703,Census Tract 6703,G5020,S,326330.000000000000000,0.000000000000000,+41.7903576,-087.6669167,0.000000000000000,463,7.214917721660000,0,1.300000000000000,3.133400000000000,13.500000000000000,32.600000000000001,17031670300.000000000000000,0,0,0,0,Census Tract 6703,1287,2.250000000000000,25789,41927,14.000000000000000,14.400000000000000,85.400000000000006,3254,670300,1287,60609,5026 SO ASHLAND AVE  CHICAGO IL 60609,TRUE,1359.559999999999945,73.500000000000000,0.540000000000000,36.9,1.3,3.1334,32.6,2048,17,31,670300,17031670300.000000000000000,6703.000000000000000,Census Tract 6703,G5020,S,326330,0.000000000000000,41.790357600000000,-87.666916700000002,326329.338199999998324,61.129743499999996,9.002228083000000,326329.338199999998324
464,17,031,670400,17031670400,6704,Census Tract 6704,G5020,S,326418.000000000000000,0.000000000000000,+41.7902996,-087.6717698,0.000000000000000,464,7.279078191290000,0,2.800000000000000,3.161260000000000,14.900000000000000,30.000000000000000,17031670400.000000000000000,0,0,0,0,Census Tract 6704,1585,3.910000000000000,27139,39976,7.300000000000000,25.500000000000000,88.599999999999994,3255,670400,1585,60609,5026 SO ASHLAND AVE  CHICAGO IL 60609,TRUE,1449.650000000000091,70.540000000000006,0.500000000000000,37,2.8,3.16126,30.0,2049,17,31,670400,17031670400.000000000000000,6704.000000000000000,Census Tract 6704,G5020,S,326418,0.000000000000000,41.790299599999997,-87.671769800000007,326420.361099999980070,46.582404420000003,7.915487850000000,326420.361099999980070
465,17,031,661100,17031661100,6611,Census Tract 6611,G5020,S,1295866.000000000000000,0.000000000000000,+41.7607864,-087.7026636,0.001206090758330,465,7.385204092680000,0,1.100000000000000,3.207350000000000,58.100000000000001,15.300000000000001,17031661100.000000000000000,9,8,1,0,Census Tract 6611,6633,13.250000000000000,66786,79477,12.199999999999999,25.199999999999999,84.400000000000006,3280,661100,6633,60629,6455 S KEDZIE AVE  CHICAGO IL 60629,TRUE,1611.960000000000036,34.600000000000001,0.450000000000000,31.2,1.1,3.20735,15.3,2050,17,31,661100,17031661100.000000000000000,6611.000000000000000,Census Tract 6611,G5020,S,1295866,0.000000000000000,41.760786400000001,-87.702663599999994,1295866.236000000033528,47.135470779999999,10.658493300000000,1295866.236000000033528
466,17,031,670100,17031670100,6701,Census Tract 6701,G5020,S,326892.000000000000000,0.000000000000000,+41.7904937,-087.6572084,0.000000000000000,466,7.275732360660000,0,9.300000000000001,3.159810000000000,24.000000000000000,32.100000000000001,17031670100.000000000000000,0,0,0,0,Census Tract 6701,1349,4.450000000000000,26800,37936,12.400000000000000,35.200000000000003,77.700000000000003,3252,670100,1349,60609,5026 SO ASHLAND AVE  CHICAGO IL 60609,TRUE,1444.809999999999945,74.200000000000003,0.150000000000000,43.7,9.3,3.15981,32.1,2051,17,31,670100,17031670100.000000000000000,6701.000000000000000,Census Tract 6701,G5020,S,326892,0.000000000000000,41.790493699999999,-87.657208400000002,326894.677199999976438,85.810702870000000,12.820733840000001,326894.677199999976438
467,17,031,670600,17031670600,6706,Census Tract 6706,G5020,S,327032.000000000000000,0.000000000000000,+41.7830054,-087.6715772,0.000000000000000,467,7.731702951270000,0,3.800000000000000,3.357840000000000,19.899999999999999,38.299999999999997,17031670600.000000000000000,0,0,0,0,Census Tract 6706,1339,3.290000000000000,22083,44504,6.700000000000000,22.699999999999999,82.099999999999994,3257,670600,1339,60609,5026 SO ASHLAND AVE  CHICAGO IL 60609,TRUE,2279.480000000000018,72.140000000000001,0.150000000000000,39.1,3.8,3.35784,38.3,2052,17,31,670600,17031670600.000000000000000,6706.000000000000000,Census Tract 6706,G5020,S,327032,0.000000000000000,41.783005400000000,-87.671577200000002,327033.759499999985565,36.853190830000003,6.524709427000000,327033.759499999985565
468,17,031,670700,17031670700,6707,Census Tract 6707,G5020,S,326730.000000000000000,0.000000000000000,+41.7830686,-087.6667315,0.000000000000000,468,7.720959079760000,0,1.600000000000000,3.353170000000000,40.700000000000003,49.200000000000003,17031670700.000000000000000,0,0,0,0,Census Tract 6707,1252,3.510000000000000,27413,37846,4.600000000000000,26.199999999999999,87.099999999999994,3258,670700,1252,60609,5026 SO ASHLAND AVE  CHICAGO IL 60609,TRUE,2255.119999999999891,75.640000000000001,0.080000000000000,27.6,1.6,3.35317,49.2,2053,17,31,670700,17031670700.000000000000000,6707.000000000000000,Census Tract 6707,G5020,S,326730,0.000000000000000,41.783068600000000,-87.666731499999997,326728.219800000020768,51.525095540000002,8.032523658000001,326728.219800000020768
469,17,031,670800,17031670800,6708,Census Tract 6708,G5020,S,326299.000000000000000,0.000000000000000,+41.7831442,-087.6618790,0.000000000000000,469,7.742522592670000,0,3.300000000000000,3.362530000000000,2.300000000000000,27.800000000000001,17031670800.000000000000000,0,0,0,0,Census Tract 6708,1477,1.620000000000000,25750,40625,11.400000000000000,24.899999999999999,82.599999999999994,3259,670800,1477,60609,5026 SO ASHLAND AVE  CHICAGO IL 60609,TRUE,2304.280000000000200,83.209999999999994,0.000000000000000,50.3,3.3,3.36253,27.8,2054,17,31,670800,17031670800.000000000000000,6708.000000000000000,Census Tract 6708,G5020,S,326299,0.000000000000000,41.783144200000002,-87.661878999999999,326299.317099999985658,64.716450879999996,9.698631123000000,326299.317099999985658
470,17,031,670900,17031670900,6709,Census Tract 6709,G5020,S,326291.000000000000000,0.000000000000000,+41.7832124,-087.6570220,0.000000000000000,470,7.737573787840000,0,6.500000000000000,3.360390000000000,5.700000000000000,34.399999999999999,17031670900.000000000000000,0,0,0,0,Census Tract 6709,1172,1.020000000000000,27465,50729,20.199999999999999,6.900000000000000,97.500000000000000,3260,670900,1172,60609,5026 SO ASHLAND AVE  CHICAGO IL 60609,TRUE,2292.900000000000091,80.629999999999995,0.340000000000000,28.4,6.5,3.36039,34.4,2055,17,31,670900,17031670900.000000000000000,6709.000000000000000,Census Tract 6709,G5020,S,326291,0.000000000000000,41.783212399999996,-87.657021999999998,326288.963199999998324,76.068934720000001,11.561123320000000,326288.963199999998324
471,17,031,260900,17031260900,2609,Census Tract 2609,G5020,S,228195.000000000000000,0.000000000000000,+41.8710297,-087.7228141,0.000000000000000,471,7.654451149660000,0,4.800000000000000,3.324290000000000,5.000000000000000,32.700000000000003,17031260900.000000000000000,1,0,1,0,Census Tract 2609,1778,3.090000000000000,24112,41016,10.100000000000000,9.699999999999999,93.700000000000003,2872,260900,1778,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,2110.019999999999982,91.390000000000001,0.110000000000000,31.2,4.8,3.32429,32.7,2059,17,31,260900,17031260900.000000000000000,2609.000000000000000,Census Tract 2609,G5020,S,228195,0.000000000000000,41.871029700000001,-87.722814099999994,228196.478600000002189,299.048535899999990,57.008749520000002,228196.478600000002189
472,17,031,261000,17031261000,2610,Census Tract 2610,G5020,S,499037.000000000000000,0.000000000000000,+41.8713379,-087.7320094,0.000000000000000,472,7.340427546780000,0,5.400000000000000,3.187910000000000,4.400000000000000,19.600000000000001,17031261000.000000000000000,1,0,1,0,Census Tract 2610,2289,2.050000000000000,40684,47158,6.400000000000000,10.100000000000000,96.299999999999997,2873,261000,2289,60644,4758 W MADISON  CHICAGO IL 60644,TRUE,1541.369999999999891,91.659999999999997,0.220000000000000,34.4,5.4,3.18791,19.6,2060,17,31,261000,17031261000.000000000000000,2610.000000000000000,Census Tract 2610,G5020,S,499037,0.000000000000000,41.871337900000000,-87.732009399999995,499034.227100000018254,278.973396400000013,54.853521569999998,499034.227100000018254
473,17,031,281900,17031281900,2819,Census Tract 2819,G5020,S,421030.000000000000000,17458.000000000000000,+41.8786346,-087.6429236,0.003840136538190,473,5.241116377630000,0,0.900000000000000,2.276190000000000,9.699999999999999,7.800000000000000,17031281900.000000000000000,34,27,7,0,Census Tract 2819,7031,48.579999999999998,118669,137861,89.099999999999994,1.300000000000000,96.500000000000000,2897,281900,7031,60661,555 W MADISON ST  CHICAGO IL 60661,TRUE,188.879999999999995,4.680000000000000,38.420000000000002,31.5,0.9,2.27619,7.8,2061,17,31,281900,17031281900.000000000000000,2819.000000000000000,Census Tract 2819,G5020,S,421030,17458.000000000000000,41.878634599999998,-87.642923600000003,438488.012800000025891,373.748763300000007,73.154568080000004,438488.012800000025891
474,17,031,310200,17031310200,3102,Census Tract 3102,G5020,S,320573.000000000000000,0.000000000000000,+41.8563100,-087.6442091,0.117128463476000,474,5.710388529550000,0,0.000000000000000,2.479990000000000,42.799999999999997,12.600000000000000,17031310200.000000000000000,193,186,8,0,Census Tract 3102,1588,42.439999999999998,96042,111629,55.600000000000001,9.100000000000000,94.799999999999997,2957,310200,1588,60608,1618 S HALSTED ST #5A CHICAGO IL 60608,TRUE,301.990000000000009,9.949999999999999,7.490000000000000,34.3,0,2.47999,12.6,2062,17,31,310200,17031310200.000000000000000,3102.000000000000000,Census Tract 3102,G5020,S,320573,0.000000000000000,41.856310000000001,-87.644209099999998,320571.633900000015274,354.555100600000003,67.595139149999994,320571.633900000015274
475,17,031,310300,17031310300,3103,Census Tract 3103,G5020,S,318572.000000000000000,0.000000000000000,+41.8561439,-087.6489782,0.013016411997700,475,5.912125242360000,0,3.600000000000000,2.567600000000000,65.900000000000006,9.300000000000001,17031310300.000000000000000,23,23,0,0,Census Tract 3103,1767,31.300000000000001,70149,85713,38.799999999999997,27.800000000000001,89.599999999999994,2958,310300,1767,60608,1618 S HALSTED ST #5A CHICAGO IL 60608,TRUE,369.490000000000009,5.660000000000000,4.810000000000000,36.8,3.6,2.5676,9.3,2063,17,31,310300,17031310300.000000000000000,3103.000000000000000,Census Tract 3103,G5020,S,318572,0.000000000000000,41.856143899999999,-87.648978200000002,318569.232000000018161,333.819557799999984,64.947471640000003,318569.232000000018161
476,17,031,310400,17031310400,3104,Census Tract 3104,G5020,S,124462.000000000000000,0.000000000000000,+41.8565069,-087.6522613,0.016727272727300,476,6.171348601650000,0,1.000000000000000,2.680180000000000,45.100000000000001,11.000000000000000,17031310400.000000000000000,23,23,0,0,Census Tract 3104,1375,39.200000000000003,59833,77105,48.399999999999999,12.800000000000001,91.000000000000000,2959,310400,1375,60608,2150 S CANALPORT AVE #3A-11 CHICAGO IL 60608,TRUE,478.829999999999984,3.560000000000000,3.350000000000000,31.9,1,2.68018,11.0,2064,17,31,310400,17031310400.000000000000000,3104.000000000000000,Census Tract 3104,G5020,S,124462,0.000000000000000,41.856506899999999,-87.652261300000006,124462.683399999994435,317.500295499999993,60.944747079999999,124462.683399999994435
477,17,031,310500,17031310500,3105,Census Tract 3105,G5020,S,161938.000000000000000,0.000000000000000,+41.8552480,-087.6547400,0.016440314510400,477,6.230578798550000,0,0.000000000000000,2.705910000000000,80.099999999999994,8.400000000000000,17031310500.000000000000000,23,23,0,0,Census Tract 3105,1399,26.379999999999999,53923,63808,17.399999999999999,30.399999999999999,72.099999999999994,2960,310500,1399,60608,2150 S CANALPORT AVE #3A-11 CHICAGO IL 60608,TRUE,508.050000000000011,4.720000000000000,3.150000000000000,31.5,0,2.70591,8.4,2065,17,31,310500,17031310500.000000000000000,3105.000000000000000,Census Tract 3105,G5020,S,161938,0.000000000000000,41.855248000000003,-87.654740000000004,161939.856100000004517,302.920145900000023,58.528020720000001,161939.856100000004517
478,17,031,491200,17031491200,4912,Census Tract 4912,G5020,S,649492.000000000000000,0.000000000000000,+41.6887765,-087.6374383,0.000495294700347,478,7.902948590060000,0,6.300000000000000,3.432210000000000,4.400000000000000,14.100000000000000,17031491200.000000000000000,1,1,0,0,Census Tract 4912,2019,0.940000000000000,46667,66503,14.000000000000000,10.699999999999999,90.500000000000000,3149,491200,2019,60643,1439 W 103RD ST STE 3  CHICAGO IL 60643,TRUE,2705.250000000000000,96.040000000000006,0.150000000000000,51.1,6.3,3.43221,14.1,2066,17,31,491200,17031491200.000000000000000,4912.000000000000000,Census Tract 4912,G5020,S,649492,0.000000000000000,41.688776500000003,-87.637438299999999,649496.192000000039116,28.808283079999999,7.736283217000000,649496.192000000039116
479,17,031,491300,17031491300,4913,Census Tract 4913,G5020,S,646033.000000000000000,0.000000000000000,+41.6888969,-087.6278036,0.000494315373208,479,7.791303463280000,0,0.600000000000000,3.383720000000000,0.700000000000000,21.500000000000000,17031491300.000000000000000,1,1,0,0,Census Tract 4913,2023,0.890000000000000,36311,64326,17.000000000000000,16.699999999999999,87.000000000000000,3163,491300,2023,60628,10900 DOTY ROAD  CHICAGO IL 60628,TRUE,2419.469999999999800,94.859999999999999,0.100000000000000,33.4,0.6,3.38372,21.5,2067,17,31,491300,17031491300.000000000000000,4913.000000000000000,Census Tract 4913,G5020,S,646033,0.000000000000000,41.688896900000003,-87.627803599999993,646029.832900000037625,28.525622389999999,8.251344956000001,646029.832900000037625
480,17,031,491400,17031491400,4914,Census Tract 4914,G5020,S,829869.000000000000000,0.000000000000000,+41.6891232,-087.6168215,0.000385653682993,480,7.395962420610000,0,3.700000000000000,3.212030000000000,0.100000000000000,27.800000000000001,17031491400.000000000000000,1,1,0,0,Census Tract 4914,2593,0.810000000000000,35437,44010,16.899999999999999,16.699999999999999,94.400000000000006,3164,491400,2593,60628,10900 DOTY ROAD  CHICAGO IL 60628,TRUE,1629.390000000000100,93.209999999999994,0.190000000000000,27.9,3.7,3.21203,27.8,2068,17,31,491400,17031491400.000000000000000,4914.000000000000000,Census Tract 4914,G5020,S,829869,0.000000000000000,41.689123199999997,-87.616821500000000,829867.511500000022352,32.256829799999998,9.699268430000000,829867.511500000022352
481,17,031,500100,17031500100,5001,Census Tract 5001,G5020,S,2651676.000000000000000,0.000000000000000,+41.7146840,-087.5950287,0.001410437235540,481,7.682430526290000,0,0.800000000000000,3.336440000000000,1.000000000000000,10.000000000000000,17031500100.000000000000000,8,5,3,0,Census Tract 5001,3545,0.450000000000000,69803,72203,31.000000000000000,6.900000000000000,99.799999999999997,3165,500100,3545,60628,10900 DOTY ROAD  CHICAGO IL 60628,TRUE,2169.889999999999873,97.010000000000005,0.000000000000000,50.2,0.8,3.33644,10.0,2069,17,31,500100,17031500100.000000000000000,5001.000000000000000,Census Tract 5001,G5020,S,2651676,0.000000000000000,41.714683999999998,-87.595028700000000,2651674.637999999802560,33.192052760000003,11.025253850000000,2651674.637999999802560
482,17,031,500200,17031500200,5002,Census Tract 5002,G5020,S,2042414.000000000000000,0.000000000000000,+41.7008552,-087.6003086,0.000592417061611,482,6.715394643360000,0,4.200000000000000,2.916460000000000,0.000000000000000,27.399999999999999,17031500200.000000000000000,1,1,0,0,Census Tract 5002,1688,0.710000000000000,32888,37204,10.199999999999999,12.800000000000001,90.799999999999997,3166,500200,1688,60628,10900 DOTY ROAD  CHICAGO IL 60628,TRUE,825.009999999999991,94.549999999999997,0.240000000000000,29.8,4.2,2.91646,27.4,2070,17,31,500200,17031500200.000000000000000,5002.000000000000000,Census Tract 5002,G5020,S,2042414,0.000000000000000,41.700855199999999,-87.600308600000005,2042415.351000000024214,33.793134790000003,10.672522580000001,2042415.351000000024214
483,17,031,500300,17031500300,5003,Census Tract 5003,G5020,S,709172.000000000000000,0.000000000000000,+41.6893150,-087.6053698,0.000630119722747,483,7.040802736530000,0,0.000000000000000,3.057780000000000,16.000000000000000,19.699999999999999,17031500300.000000000000000,1,1,0,0,Census Tract 5003,1587,32.450000000000003,46685,63924,38.600000000000001,17.000000000000000,88.200000000000003,3167,500300,1587,60628,10900 DOTY ROAD  CHICAGO IL 60628,TRUE,1142.299999999999955,45.680000000000000,0.250000000000000,41.7,0,3.05778,19.7,2071,17,31,500300,17031500300.000000000000000,5003.000000000000000,Census Tract 5003,G5020,S,709172,0.000000000000000,41.689315000000001,-87.605369800000005,709170.505600000033155,35.936827430000001,11.547732520000000,709170.505600000033155
484,17,031,560200,17031560200,5602,Census Tract 5602,G5020,S,662049.000000000000000,0.000000000000000,+41.8113309,-087.7478273,0.003508771929820,484,7.237762999860000,0,2.700000000000000,3.143320000000000,34.600000000000001,19.500000000000000,17031560200.000000000000000,9,6,3,0,Census Tract 5602,1710,6.610000000000000,48906,62539,17.000000000000000,16.100000000000001,91.099999999999994,3192,560200,1710,60638,5460 S ARCHER AVE  CHICAGO IL 60638,TRUE,1390.980000000000018,60.180000000000000,0.060000000000000,42,2.7,3.14332,19.5,2072,17,31,560200,17031560200.000000000000000,5602.000000000000000,Census Tract 5602,G5020,S,662049,0.000000000000000,41.811330900000002,-87.747827299999997,662047.991299999994226,71.760536439999996,16.970376970000000,662047.991299999994226
